A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Efa (eV/atom)
3,3,48,17,17,17,17,4,4,64,18,18,18,18,2,2,5,3,3,3,3,3.582,3.582,0.232,0.479,0.479,0.479,0.479,0.534,0.534,8.69,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,8.9938,12.9676,12.9676,12.9676,12.9676,6.941,6.941,112.411,35.453,35.453,35.453,35.453,453.85,453.85,594.33,172.31,172.31,172.31,172.31,-0.002006
3,3,27,17,17,17,17,4,4,32,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.421,0.479,0.479,0.479,0.479,0.534,0.534,8.86,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.881,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.933,35.453,35.453,35.453,35.453,453.85,453.85,1768.15,172.31,172.31,172.31,172.31,0.395361
3,3,24,17,17,17,17,4,4,28,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.15,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.9,0.97,0.97,0.97,0.97,5.3917,5.3917,6.7665,12.9676,12.9676,12.9676,12.9676,6.941,6.941,51.996,35.453,35.453,35.453,35.453,453.85,453.85,2130.15,172.31,172.31,172.31,172.31,-0.452643
3,3,29,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.385,0.479,0.479,0.479,0.479,0.534,0.534,8.96,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.6,0.97,0.97,0.97,0.97,5.3917,5.3917,7.7264,12.9676,12.9676,12.9676,12.9676,6.941,6.941,63.546,35.453,35.453,35.453,35.453,453.85,453.85,1357.75,172.31,172.31,172.31,172.31,0.177159557
3,3,26,17,17,17,17,4,4,30,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.87,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.9024,12.9676,12.9676,12.9676,12.9676,6.941,6.941,55.845,35.453,35.453,35.453,35.453,453.85,453.85,1808.15,172.31,172.31,172.31,172.31,0.510815429
3,3,12,17,17,17,17,4,4,12,18,18,18,18,2,2,3,3,3,3,3,3.582,3.582,1.023,0.479,0.479,0.479,0.479,0.534,0.534,1.74,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.6462,12.9676,12.9676,12.9676,12.9676,6.941,6.941,24.305,35.453,35.453,35.453,35.453,453.85,453.85,923.15,172.31,172.31,172.31,172.31,0.256939714
3,3,25,17,17,17,17,4,4,30,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.479,0.479,0.479,0.479,0.479,0.534,0.534,7.44,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.8,0.97,0.97,0.97,0.97,5.3917,5.3917,7.434,12.9676,12.9676,12.9676,12.9676,6.941,6.941,54.938,35.453,35.453,35.453,35.453,453.85,453.85,1519.15,172.31,172.31,172.31,172.31,-0.036410213
3,3,28,17,17,17,17,4,4,31,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.444,0.479,0.479,0.479,0.479,0.534,0.534,8.91,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.6,0.97,0.97,0.97,0.97,5.3917,5.3917,7.6398,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.693,35.453,35.453,35.453,35.453,453.85,453.85,1726.15,172.31,172.31,172.31,172.31,-0.1651677
19,19,56,17,17,17,17,20,20,81,18,18,18,18,4,4,6,3,3,3,3,0.757,0.757,0.204,0.479,0.479,0.479,0.479,0.862,0.862,3.59,0.00321,0.00321,0.00321,0.00321,2.8,2.8,2.8,0.97,0.97,0.97,0.97,4.3407,4.3407,5.2117,12.9676,12.9676,12.9676,12.9676,39.098,39.098,137.327,35.453,35.453,35.453,35.453,336.5,336.5,1002.15,172.31,172.31,172.31,172.31,0.169093
19,19,30,17,17,17,17,20,20,35,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.388,0.479,0.479,0.479,0.479,0.862,0.862,7.13,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.5,0.97,0.97,0.97,0.97,4.3407,4.3407,9.3942,12.9676,12.9676,12.9676,12.9676,39.098,39.098,65.38,35.453,35.453,35.453,35.453,336.5,336.5,692.88,172.31,172.31,172.31,172.31,-0.114194714
19,19,20,17,17,17,17,20,20,20,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.647,0.479,0.479,0.479,0.479,0.862,0.862,1.54,0.00321,0.00321,0.00321,0.00321,2.8,2.8,2.2,0.97,0.97,0.97,0.97,4.3407,4.3407,6.1132,12.9676,12.9676,12.9676,12.9676,39.098,39.098,40.078,35.453,35.453,35.453,35.453,336.5,336.5,1112.15,172.31,172.31,172.31,172.31,0.037583429
19,19,48,17,17,17,17,20,20,64,18,18,18,18,4,4,5,3,3,3,3,0.757,0.757,0.232,0.479,0.479,0.479,0.479,0.862,0.862,8.69,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.7,0.97,0.97,0.97,0.97,4.3407,4.3407,8.9938,12.9676,12.9676,12.9676,12.9676,39.098,39.098,112.411,35.453,35.453,35.453,35.453,336.5,336.5,594.33,172.31,172.31,172.31,172.31,-0.098884
19,19,27,17,17,17,17,20,20,32,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.421,0.479,0.479,0.479,0.479,0.862,0.862,8.86,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.7,0.97,0.97,0.97,0.97,4.3407,4.3407,7.881,12.9676,12.9676,12.9676,12.9676,39.098,39.098,58.933,35.453,35.453,35.453,35.453,336.5,336.5,1768.15,172.31,172.31,172.31,172.31,0.280832
19,19,24,17,17,17,17,20,20,28,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.15,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.9,0.97,0.97,0.97,0.97,4.3407,4.3407,6.7665,12.9676,12.9676,12.9676,12.9676,39.098,39.098,51.996,35.453,35.453,35.453,35.453,336.5,336.5,2130.15,172.31,172.31,172.31,172.31,-0.230652143
19,19,29,17,17,17,17,20,20,35,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.385,0.479,0.479,0.479,0.479,0.862,0.862,8.96,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.6,0.97,0.97,0.97,0.97,4.3407,4.3407,7.7264,12.9676,12.9676,12.9676,12.9676,39.098,39.098,63.546,35.453,35.453,35.453,35.453,336.5,336.5,1357.75,172.31,172.31,172.31,172.31,0.016012128
19,19,26,17,17,17,17,20,20,30,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.87,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.7,0.97,0.97,0.97,0.97,4.3407,4.3407,7.9024,12.9676,12.9676,12.9676,12.9676,39.098,39.098,55.845,35.453,35.453,35.453,35.453,336.5,336.5,1808.15,172.31,172.31,172.31,172.31,0.206748857
19,19,12,17,17,17,17,20,20,12,18,18,18,18,4,4,3,3,3,3,3,0.757,0.757,1.023,0.479,0.479,0.479,0.479,0.862,0.862,1.74,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.7,0.97,0.97,0.97,0.97,4.3407,4.3407,7.6462,12.9676,12.9676,12.9676,12.9676,39.098,39.098,24.305,35.453,35.453,35.453,35.453,336.5,336.5,923.15,172.31,172.31,172.31,172.31,0.070659429
19,19,25,17,17,17,17,20,20,30,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.479,0.479,0.479,0.479,0.479,0.862,0.862,7.44,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.8,0.97,0.97,0.97,0.97,4.3407,4.3407,7.434,12.9676,12.9676,12.9676,12.9676,39.098,39.098,54.938,35.453,35.453,35.453,35.453,336.5,336.5,1519.15,172.31,172.31,172.31,172.31,0.048326358
19,19,28,17,17,17,17,20,20,31,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.444,0.479,0.479,0.479,0.479,0.862,0.862,8.91,0.00321,0.00321,0.00321,0.00321,2.8,2.8,1.6,0.97,0.97,0.97,0.97,4.3407,4.3407,7.6398,12.9676,12.9676,12.9676,12.9676,39.098,39.098,58.693,35.453,35.453,35.453,35.453,336.5,336.5,1726.15,172.31,172.31,172.31,172.31,0.185413586
55,55,56,35,35,35,35,78,78,81,45,45,45,45,6,6,6,4,4,4,4,0.242,0.242,0.204,0.474,0.474,0.474,0.474,1.87,1.87,3.59,3.12,3.12,3.12,3.12,3.3,3.3,2.8,1.1,1.1,1.1,1.1,3.8939,3.8939,5.2117,11.8138,11.8138,11.8138,11.8138,132.905,132.905,137.327,79.904,79.904,79.904,79.904,301.7,301.7,1002.15,266.05,266.05,266.05,266.05,-0.215865571
55,55,30,35,35,35,35,78,78,35,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.388,0.474,0.474,0.474,0.474,1.87,1.87,7.13,3.12,3.12,3.12,3.12,3.3,3.3,1.5,1.1,1.1,1.1,1.1,3.8939,3.8939,9.3942,11.8138,11.8138,11.8138,11.8138,132.905,132.905,65.38,79.904,79.904,79.904,79.904,301.7,301.7,692.88,266.05,266.05,266.05,266.05,-0.493876857
55,55,20,35,35,35,35,78,78,20,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.647,0.474,0.474,0.474,0.474,1.87,1.87,1.54,3.12,3.12,3.12,3.12,3.3,3.3,2.2,1.1,1.1,1.1,1.1,3.8939,3.8939,6.1132,11.8138,11.8138,11.8138,11.8138,132.905,132.905,40.078,79.904,79.904,79.904,79.904,301.7,301.7,1112.15,266.05,266.05,266.05,266.05,-0.379406571
55,55,48,35,35,35,35,78,78,64,45,45,45,45,6,6,5,4,4,4,4,0.242,0.242,0.232,0.474,0.474,0.474,0.474,1.87,1.87,8.69,3.12,3.12,3.12,3.12,3.3,3.3,1.7,1.1,1.1,1.1,1.1,3.8939,3.8939,8.9938,11.8138,11.8138,11.8138,11.8138,132.905,132.905,112.411,79.904,79.904,79.904,79.904,301.7,301.7,594.33,266.05,266.05,266.05,266.05,-0.499243143
55,55,27,35,35,35,35,78,78,32,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.421,0.474,0.474,0.474,0.474,1.87,1.87,8.86,3.12,3.12,3.12,3.12,3.3,3.3,1.7,1.1,1.1,1.1,1.1,3.8939,3.8939,7.881,11.8138,11.8138,11.8138,11.8138,132.905,132.905,58.933,79.904,79.904,79.904,79.904,301.7,301.7,1768.15,266.05,266.05,266.05,266.05,-0.142771
55,55,24,35,35,35,35,78,78,28,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.15,3.12,3.12,3.12,3.12,3.3,3.3,1.9,1.1,1.1,1.1,1.1,3.8939,3.8939,6.7665,11.8138,11.8138,11.8138,11.8138,132.905,132.905,51.996,79.904,79.904,79.904,79.904,301.7,301.7,2130.15,266.05,266.05,266.05,266.05,-0.154770571
55,55,29,35,35,35,35,78,78,35,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.385,0.474,0.474,0.474,0.474,1.87,1.87,8.96,3.12,3.12,3.12,3.12,3.3,3.3,1.6,1.1,1.1,1.1,1.1,3.8939,3.8939,7.7264,11.8138,11.8138,11.8138,11.8138,132.905,132.905,63.546,79.904,79.904,79.904,79.904,301.7,301.7,1357.75,266.05,266.05,266.05,266.05,-0.640316857
55,55,26,35,35,35,35,78,78,30,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.87,3.12,3.12,3.12,3.12,3.3,3.3,1.7,1.1,1.1,1.1,1.1,3.8939,3.8939,7.9024,11.8138,11.8138,11.8138,11.8138,132.905,132.905,55.845,79.904,79.904,79.904,79.904,301.7,301.7,1808.15,266.05,266.05,266.05,266.05,-0.083390714
55,55,12,35,35,35,35,78,78,12,45,45,45,45,6,6,3,4,4,4,4,0.242,0.242,1.023,0.474,0.474,0.474,0.474,1.87,1.87,1.74,3.12,3.12,3.12,3.12,3.3,3.3,1.7,1.1,1.1,1.1,1.1,3.8939,3.8939,7.6462,11.8138,11.8138,11.8138,11.8138,132.905,132.905,24.305,79.904,79.904,79.904,79.904,301.7,301.7,923.15,266.05,266.05,266.05,266.05,-0.244552143
55,55,25,35,35,35,35,78,78,30,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.479,0.474,0.474,0.474,0.474,1.87,1.87,7.44,3.12,3.12,3.12,3.12,3.3,3.3,1.8,1.1,1.1,1.1,1.1,3.8939,3.8939,7.434,11.8138,11.8138,11.8138,11.8138,132.905,132.905,54.938,79.904,79.904,79.904,79.904,301.7,301.7,1519.15,266.05,266.05,266.05,266.05,-0.123284733
55,55,28,35,35,35,35,78,78,31,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.444,0.474,0.474,0.474,0.474,1.87,1.87,8.91,3.12,3.12,3.12,3.12,3.3,3.3,1.6,1.1,1.1,1.1,1.1,3.8939,3.8939,7.6398,11.8138,11.8138,11.8138,11.8138,132.905,132.905,58.693,79.904,79.904,79.904,79.904,301.7,301.7,1726.15,266.05,266.05,266.05,266.05,-0.215152191
3,3,56,35,35,35,35,4,4,81,45,45,45,45,2,2,6,4,4,4,4,3.582,3.582,0.204,0.474,0.474,0.474,0.474,0.534,0.534,3.59,3.12,3.12,3.12,3.12,2.1,2.1,2.8,1.1,1.1,1.1,1.1,5.3917,5.3917,5.2117,11.8138,11.8138,11.8138,11.8138,6.941,6.941,137.327,79.904,79.904,79.904,79.904,453.85,453.85,1002.15,266.05,266.05,266.05,266.05,0.475681571
3,3,30,35,35,35,35,4,4,35,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.388,0.474,0.474,0.474,0.474,0.534,0.534,7.13,3.12,3.12,3.12,3.12,2.1,2.1,1.5,1.1,1.1,1.1,1.1,5.3917,5.3917,9.3942,11.8138,11.8138,11.8138,11.8138,6.941,6.941,65.38,79.904,79.904,79.904,79.904,453.85,453.85,692.88,266.05,266.05,266.05,266.05,0.041619857
3,3,20,35,35,35,35,4,4,20,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.647,0.474,0.474,0.474,0.474,0.534,0.534,1.54,3.12,3.12,3.12,3.12,2.1,2.1,2.2,1.1,1.1,1.1,1.1,5.3917,5.3917,6.1132,11.8138,11.8138,11.8138,11.8138,6.941,6.941,40.078,79.904,79.904,79.904,79.904,453.85,453.85,1112.15,266.05,266.05,266.05,266.05,0.313205714
3,3,48,35,35,35,35,4,4,64,45,45,45,45,2,2,5,4,4,4,4,3.582,3.582,0.232,0.474,0.474,0.474,0.474,0.534,0.534,8.69,3.12,3.12,3.12,3.12,2.1,2.1,1.7,1.1,1.1,1.1,1.1,5.3917,5.3917,8.9938,11.8138,11.8138,11.8138,11.8138,6.941,6.941,112.411,79.904,79.904,79.904,79.904,453.85,453.85,594.33,266.05,266.05,266.05,266.05,0.199316286
3,3,27,35,35,35,35,4,4,32,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.421,0.474,0.474,0.474,0.474,0.534,0.534,8.86,3.12,3.12,3.12,3.12,2.1,2.1,1.7,1.1,1.1,1.1,1.1,5.3917,5.3917,7.881,11.8138,11.8138,11.8138,11.8138,6.941,6.941,58.933,79.904,79.904,79.904,79.904,453.85,453.85,1768.15,266.05,266.05,266.05,266.05,0.553480143
3,3,24,35,35,35,35,4,4,28,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.15,3.12,3.12,3.12,3.12,2.1,2.1,1.9,1.1,1.1,1.1,1.1,5.3917,5.3917,6.7665,11.8138,11.8138,11.8138,11.8138,6.941,6.941,51.996,79.904,79.904,79.904,79.904,453.85,453.85,2130.15,266.05,266.05,266.05,266.05,0.538691429
3,3,29,35,35,35,35,4,4,35,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.385,0.474,0.474,0.474,0.474,0.534,0.534,8.96,3.12,3.12,3.12,3.12,2.1,2.1,1.6,1.1,1.1,1.1,1.1,5.3917,5.3917,7.7264,11.8138,11.8138,11.8138,11.8138,6.941,6.941,63.546,79.904,79.904,79.904,79.904,453.85,453.85,1357.75,266.05,266.05,266.05,266.05,0.063333571
3,3,26,35,35,35,35,4,4,30,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.87,3.12,3.12,3.12,3.12,2.1,2.1,1.7,1.1,1.1,1.1,1.1,5.3917,5.3917,7.9024,11.8138,11.8138,11.8138,11.8138,6.941,6.941,55.845,79.904,79.904,79.904,79.904,453.85,453.85,1808.15,266.05,266.05,266.05,266.05,0.617545143
3,3,12,35,35,35,35,4,4,12,45,45,45,45,2,2,3,4,4,4,4,3.582,3.582,1.023,0.474,0.474,0.474,0.474,0.534,0.534,1.74,3.12,3.12,3.12,3.12,2.1,2.1,1.7,1.1,1.1,1.1,1.1,5.3917,5.3917,7.6462,11.8138,11.8138,11.8138,11.8138,6.941,6.941,24.305,79.904,79.904,79.904,79.904,453.85,453.85,923.15,266.05,266.05,266.05,266.05,0.451451286
3,3,25,35,35,35,35,4,4,30,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.479,0.474,0.474,0.474,0.474,0.534,0.534,7.44,3.12,3.12,3.12,3.12,2.1,2.1,1.8,1.1,1.1,1.1,1.1,5.3917,5.3917,7.434,11.8138,11.8138,11.8138,11.8138,6.941,6.941,54.938,79.904,79.904,79.904,79.904,453.85,453.85,1519.15,266.05,266.05,266.05,266.05,0.577942982
3,3,28,35,35,35,35,4,4,31,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.444,0.474,0.474,0.474,0.474,0.534,0.534,8.91,3.12,3.12,3.12,3.12,2.1,2.1,1.6,1.1,1.1,1.1,1.1,5.3917,5.3917,7.6398,11.8138,11.8138,11.8138,11.8138,6.941,6.941,58.693,79.904,79.904,79.904,79.904,453.85,453.85,1726.15,266.05,266.05,266.05,266.05,0.488777381
11,11,56,53,53,53,53,12,12,81,74,74,74,74,3,3,6,5,5,5,5,1.228,1.228,0.204,0.214,0.214,0.214,0.214,0.971,0.971,3.59,4.93,4.93,4.93,4.93,2.2,2.2,2.8,1.3,1.3,1.3,1.3,5.1391,5.1391,5.2117,10.4513,10.4513,10.4513,10.4513,22.99,22.99,137.327,126.904,126.904,126.904,126.904,371.15,371.15,1002.15,386.65,386.65,386.65,386.65,-0.052598
11,11,30,53,53,53,53,12,12,35,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.388,0.214,0.214,0.214,0.214,0.971,0.971,7.13,4.93,4.93,4.93,4.93,2.2,2.2,1.5,1.3,1.3,1.3,1.3,5.1391,5.1391,9.3942,10.4513,10.4513,10.4513,10.4513,22.99,22.99,65.38,126.904,126.904,126.904,126.904,371.15,371.15,692.88,386.65,386.65,386.65,386.65,-0.308015143
11,11,20,53,53,53,53,12,12,20,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.647,0.214,0.214,0.214,0.214,0.971,0.971,1.54,4.93,4.93,4.93,4.93,2.2,2.2,2.2,1.3,1.3,1.3,1.3,5.1391,5.1391,6.1132,10.4513,10.4513,10.4513,10.4513,22.99,22.99,40.078,126.904,126.904,126.904,126.904,371.15,371.15,1112.15,386.65,386.65,386.65,386.65,-0.233781286
11,11,48,53,53,53,53,12,12,64,74,74,74,74,3,3,5,5,5,5,5,1.228,1.228,0.232,0.214,0.214,0.214,0.214,0.971,0.971,8.69,4.93,4.93,4.93,4.93,2.2,2.2,1.7,1.3,1.3,1.3,1.3,5.1391,5.1391,8.9938,10.4513,10.4513,10.4513,10.4513,22.99,22.99,112.411,126.904,126.904,126.904,126.904,371.15,371.15,594.33,386.65,386.65,386.65,386.65,-0.295165
11,11,27,53,53,53,53,12,12,32,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.421,0.214,0.214,0.214,0.214,0.971,0.971,8.86,4.93,4.93,4.93,4.93,2.2,2.2,1.7,1.3,1.3,1.3,1.3,5.1391,5.1391,7.881,10.4513,10.4513,10.4513,10.4513,22.99,22.99,58.933,126.904,126.904,126.904,126.904,371.15,371.15,1768.15,386.65,386.65,386.65,386.65,-0.192853429
11,11,24,53,53,53,53,12,12,28,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.15,4.93,4.93,4.93,4.93,2.2,2.2,1.9,1.3,1.3,1.3,1.3,5.1391,5.1391,6.7665,10.4513,10.4513,10.4513,10.4513,22.99,22.99,51.996,126.904,126.904,126.904,126.904,371.15,371.15,2130.15,386.65,386.65,386.65,386.65,-0.229914857
11,11,29,53,53,53,53,12,12,35,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.385,0.214,0.214,0.214,0.214,0.971,0.971,8.96,4.93,4.93,4.93,4.93,2.2,2.2,1.6,1.3,1.3,1.3,1.3,5.1391,5.1391,7.7264,10.4513,10.4513,10.4513,10.4513,22.99,22.99,63.546,126.904,126.904,126.904,126.904,371.15,371.15,1357.75,386.65,386.65,386.65,386.65,-0.262427571
11,11,26,53,53,53,53,12,12,30,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.87,4.93,4.93,4.93,4.93,2.2,2.2,1.7,1.3,1.3,1.3,1.3,5.1391,5.1391,7.9024,10.4513,10.4513,10.4513,10.4513,22.99,22.99,55.845,126.904,126.904,126.904,126.904,371.15,371.15,1808.15,386.65,386.65,386.65,386.65,-0.191885429
11,11,12,53,53,53,53,12,12,12,74,74,74,74,3,3,3,5,5,5,5,1.228,1.228,1.023,0.214,0.214,0.214,0.214,0.971,0.971,1.74,4.93,4.93,4.93,4.93,2.2,2.2,1.7,1.3,1.3,1.3,1.3,5.1391,5.1391,7.6462,10.4513,10.4513,10.4513,10.4513,22.99,22.99,24.305,126.904,126.904,126.904,126.904,371.15,371.15,923.15,386.65,386.65,386.65,386.65,-0.261952429
11,11,25,53,53,53,53,12,12,30,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.479,0.214,0.214,0.214,0.214,0.971,0.971,7.44,4.93,4.93,4.93,4.93,2.2,2.2,1.8,1.3,1.3,1.3,1.3,5.1391,5.1391,7.434,10.4513,10.4513,10.4513,10.4513,22.99,22.99,54.938,126.904,126.904,126.904,126.904,371.15,371.15,1519.15,386.65,386.65,386.65,386.65,-0.241471057
11,11,28,53,53,53,53,12,12,31,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.444,0.214,0.214,0.214,0.214,0.971,0.971,8.91,4.93,4.93,4.93,4.93,2.2,2.2,1.6,1.3,1.3,1.3,1.3,5.1391,5.1391,7.6398,10.4513,10.4513,10.4513,10.4513,22.99,22.99,58.693,126.904,126.904,126.904,126.904,371.15,371.15,1726.15,386.65,386.65,386.65,386.65,-0.406776203
19,19,56,53,53,53,53,20,20,81,74,74,74,74,4,4,6,5,5,5,5,0.757,0.757,0.204,0.214,0.214,0.214,0.214,0.862,0.862,3.59,4.93,4.93,4.93,4.93,2.8,2.8,2.8,1.3,1.3,1.3,1.3,4.3407,4.3407,5.2117,10.4513,10.4513,10.4513,10.4513,39.098,39.098,137.327,126.904,126.904,126.904,126.904,336.5,336.5,1002.15,386.65,386.65,386.65,386.65,0.133246714
19,19,30,53,53,53,53,20,20,35,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.388,0.214,0.214,0.214,0.214,0.862,0.862,7.13,4.93,4.93,4.93,4.93,2.8,2.8,1.5,1.3,1.3,1.3,1.3,4.3407,4.3407,9.3942,10.4513,10.4513,10.4513,10.4513,39.098,39.098,65.38,126.904,126.904,126.904,126.904,336.5,336.5,692.88,386.65,386.65,386.65,386.65,-0.093534857
19,19,20,53,53,53,53,20,20,20,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.647,0.214,0.214,0.214,0.214,0.862,0.862,1.54,4.93,4.93,4.93,4.93,2.8,2.8,2.2,1.3,1.3,1.3,1.3,4.3407,4.3407,6.1132,10.4513,10.4513,10.4513,10.4513,39.098,39.098,40.078,126.904,126.904,126.904,126.904,336.5,336.5,1112.15,386.65,386.65,386.65,386.65,-0.047082429
19,19,48,53,53,53,53,20,20,64,74,74,74,74,4,4,5,5,5,5,5,0.757,0.757,0.232,0.214,0.214,0.214,0.214,0.862,0.862,8.69,4.93,4.93,4.93,4.93,2.8,2.8,1.7,1.3,1.3,1.3,1.3,4.3407,4.3407,8.9938,10.4513,10.4513,10.4513,10.4513,39.098,39.098,112.411,126.904,126.904,126.904,126.904,336.5,336.5,594.33,386.65,386.65,386.65,386.65,-0.104405143
19,19,27,53,53,53,53,20,20,32,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.421,0.214,0.214,0.214,0.214,0.862,0.862,8.86,4.93,4.93,4.93,4.93,2.8,2.8,1.7,1.3,1.3,1.3,1.3,4.3407,4.3407,7.881,10.4513,10.4513,10.4513,10.4513,39.098,39.098,58.933,126.904,126.904,126.904,126.904,336.5,336.5,1768.15,386.65,386.65,386.65,386.65,0.057624857
19,19,24,53,53,53,53,20,20,28,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.449,0.214,0.214,0.214,0.214,0.862,0.862,7.15,4.93,4.93,4.93,4.93,2.8,2.8,1.9,1.3,1.3,1.3,1.3,4.3407,4.3407,6.7665,10.4513,10.4513,10.4513,10.4513,39.098,39.098,51.996,126.904,126.904,126.904,126.904,336.5,336.5,2130.15,386.65,386.65,386.65,386.65,0.018869429
19,19,29,53,53,53,53,20,20,35,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.385,0.214,0.214,0.214,0.214,0.862,0.862,8.96,4.93,4.93,4.93,4.93,2.8,2.8,1.6,1.3,1.3,1.3,1.3,4.3407,4.3407,7.7264,10.4513,10.4513,10.4513,10.4513,39.098,39.098,63.546,126.904,126.904,126.904,126.904,336.5,336.5,1357.75,386.65,386.65,386.65,386.65,-0.089282143
